narration_id,video_id,noun,noun_class,all_nouns,all_noun_classes
P01_109_640.jpg,P01_109,cloth,17,cloth,17
P01_109_641.jpg,P01_109,tap,0,tap,0
P01_109_642.jpg,P01_109,hand,11,hand,11
P01_109_643.jpg,P01_109,tap,0,tap,0
P01_109_644.jpg,P01_109,hand,11,hand,11
P01_109_645.jpg,P01_109,cloth,17,cloth,17
P01_109_646.jpg,P01_109,hand,11,hand,11
P01_109_647.jpg,P01_109,cloth,17,cloth,17
P01_109_648.jpg,P01_109,bowl,7,bowl,7
P01_109_649.jpg,P01_109,fork,14,fork,14
P01_109_651.jpg,P01_109,fork,14,fork,14
P01_109_652.jpg,P01_109,spatula,20,spatula,20
P01_109_653.jpg,P01_109,egg,53,pan,5
P01_109_654.jpg,P01_109,bowl,7,bowl,7
P01_109_655.jpg,P01_109,bowl,7,bowl,7
P01_109_657.jpg,P01_109,spatula,20,spatula,20
P01_109_659.jpg,P01_109,spatula,20,spatula,20
P01_109_660.jpg,P01_109,spatula,20,spatula,20
P01_109_661.jpg,P01_109,sponge,9,sponge,9
P01_109_662.jpg,P01_109,fork,14,fork,14
P01_109_663.jpg,P01_109,fork,14,fork,14
P01_109_664.jpg,P01_109,fork,14,fork,14
P01_109_665.jpg,P01_109,bowl,7,bowl,7
P01_109_666.jpg,P01_109,bowl,7,bowl,7
P01_109_667.jpg,P01_109,sponge,9,sponge,9
P01_109_668.jpg,P01_109,tap,0,tap,0
P01_109_669.jpg,P01_109,hand,11,hand,11
P01_109_67.jpg,P01_109,knife,4,knife,4
P01_109_670.jpg,P01_109,bowl,7,bowl,7
P01_109_671.jpg,P01_109,sponge,9,sponge,9
P01_109_672.jpg,P01_109,bowl,7,bowl,7
P01_109_673.jpg,P01_109,sponge,9,sponge,9
P01_109_674.jpg,P01_109,bowl,7,bowl,7
P01_109_675.jpg,P01_109,bowl,7,bowl,7
P01_109_676.jpg,P01_109,fork,14,fork,14
P01_109_677.jpg,P01_109,fork,14,fork,14
P01_109_678.jpg,P01_109,tap,0,tap,0
P01_109_679.jpg,P01_109,fork,14,fork,14
P01_109_68.jpg,P01_109,knife,4,knife,4
P01_109_680.jpg,P01_109,fork,14,fork,14
P01_109_681.jpg,P01_109,hand,11,hand,11
P01_109_682.jpg,P01_109,cloth,17,cloth,17
P01_109_683.jpg,P01_109,hand,11,hand,11
P01_109_685.jpg,P01_109,hand,11,hand,11
P01_109_686.jpg,P01_109,cloth,17,cloth,17
P01_109_687.jpg,P01_109,cupboard,3,cupboard,3
P01_109_688.jpg,P01_109,plate,2,plate,2
P01_109_689.jpg,P01_109,cupboard,3,cupboard,3
P01_109_690.jpg,P01_109,plate,2,plate,2
P01_109_691.jpg,P01_109,spatula,20,spatula,20
P01_109_695.jpg,P01_109,spatula,20,spatula,20
P01_109_696.jpg,P01_109,pan,5,pan,5
P01_109_697.jpg,P01_109,spatula,20,spatula,20
P01_109_698.jpg,P01_109,spatula,20,spatula,20
P01_109_699.jpg,P01_109,spatula,20,spatula,20
P01_109_70.jpg,P01_109,knife,4,knife,4
P01_109_700.jpg,P01_109,spatula,20,spatula,20
P01_109_701.jpg,P01_109,spatula,20,spatula,20
P01_109_702.jpg,P01_109,plate,2,plate,2
P01_109_703.jpg,P01_109,plate,2,plate,2
P01_109_704.jpg,P01_109,plate,2,plate,2
P01_109_704.jpg,P01_109,plate,2,pan,5
P01_109_705.jpg,P01_109,pan,5,pan,5
P01_109_707.jpg,P01_109,pan,5,pan,5
P01_109_708.jpg,P01_109,omelette,162,pan,5
P01_109_709.jpg,P01_109,plate,2,plate,2
P01_109_710.jpg,P01_109,spatula,20,spatula,20
P01_109_713.jpg,P01_109,spatula,20,spatula,20
P01_109_715.jpg,P01_109,spatula,20,spatula,20
P01_109_716.jpg,P01_109,tap,0,tap,0
P01_109_717.jpg,P01_109,hand,11,hand,11
P01_109_718.jpg,P01_109,tap,0,tap,0
P01_109_719.jpg,P01_109,cloth,17,cloth,17
P01_109_720.jpg,P01_109,hand,11,hand,11
P01_109_721.jpg,P01_109,cloth,17,cloth,17
P01_109_723.jpg,P01_109,plate,2,plate,2
P01_109_724.jpg,P01_109,plate,2,plate,2
P01_109_726.jpg,P01_109,plate,2,plate,2
P01_109_728.jpg,P01_109,plate,2,plate,2
P01_109_729.jpg,P01_109,plate,2,plate,2
P01_109_731.jpg,P01_109,plate,2,plate,2
P01_109_733.jpg,P01_109,tap,0,tap,0
P01_109_734.jpg,P01_109,hand,11,hand,11
P01_109_735.jpg,P01_109,tap,0,tap,0
P01_109_736.jpg,P01_109,hand,11,hand,11
P01_109_737.jpg,P01_109,cloth,17,cloth,17
P01_109_738.jpg,P01_109,hand,11,hand,11
P01_109_739.jpg,P01_109,drawer,8,drawer,8
P01_109_740.jpg,P01_109,cloth,17,cloth,17
P01_109_740.jpg,P01_109,cloth,17,drawer,8
P01_109_741.jpg,P01_109,drawer,8,drawer,8
P01_109_742.jpg,P01_109,drawer,8,drawer,8
P01_109_743.jpg,P01_109,cloth,17,cloth,17
P01_109_744.jpg,P01_109,drawer,8,drawer,8
P01_109_745.jpg,P01_109,hand,11,hand,11
P01_109_746.jpg,P01_109,cloth,17,cloth,17
P01_109_747.jpg,P01_109,spatula,20,spatula,20
P01_109_748.jpg,P01_109,spatula,20,spatula,20
P01_109_749.jpg,P01_109,pan,5,pan,5
P01_109_750.jpg,P01_109,pan,5,pan,5
P01_109_751.jpg,P01_109,spatula,20,spatula,20
P01_109_752.jpg,P01_109,plate,2,plate,2
P01_109_753.jpg,P01_109,cloth,17,cloth,17
P01_109_754.jpg,P01_109,cloth,17,cloth,17
P01_109_755.jpg,P01_109,plate,2,plate,2
P01_109_757.jpg,P01_109,plate,2,plate,2
P01_109_758.jpg,P01_109,tap,0,tap,0
P01_109_759.jpg,P01_109,plate,2,plate,2
P01_109_760.jpg,P01_109,tap,0,tap,0
P01_109_761.jpg,P01_109,plate,2,plate,2
P01_109_762.jpg,P01_109,cloth,17,cloth,17
P01_109_763.jpg,P01_109,plate,2,plate,2
P01_109_764.jpg,P01_109,plate,2,plate,2
P01_109_765.jpg,P01_109,hand,11,hand,11
P01_109_766.jpg,P01_109,cloth,17,cloth,17
P01_109_767.jpg,P01_109,hand,11,hand,11
P01_109_768.jpg,P01_109,plate,2,plate,2
P01_109_769.jpg,P01_109,plate,2,plate,2
P01_109_770.jpg,P01_109,plate,2,plate,2
P01_109_770.jpg,P01_109,plate,2,pan,5
P01_109_771.jpg,P01_109,pan,5,pan,5
P01_109_773.jpg,P01_109,pan,5,pan,5
P01_109_775.jpg,P01_109,plate,2,plate,2
P01_109_777.jpg,P01_109,hand,11,hand,11
P01_109_780.jpg,P01_109,plate,2,plate,2
P01_109_781.jpg,P01_109,plate,2,plate,2
P01_109_782.jpg,P01_109,cloth,17,cloth,17
P01_109_783.jpg,P01_109,hand,11,hand,11
P01_109_784.jpg,P01_109,cloth,17,cloth,17
P01_109_785.jpg,P01_109,spatula,20,spatula,20
P01_109_786.jpg,P01_109,sponge,9,sponge,9
P01_109_787.jpg,P01_109,spatula,20,spatula,20
P01_109_788.jpg,P01_109,sponge,9,sponge,9
P01_109_789.jpg,P01_109,tap,0,tap,0
P01_109_790.jpg,P01_109,spatula,20,spatula,20
P01_109_791.jpg,P01_109,tap,0,tap,0
P01_109_792.jpg,P01_109,spatula,20,spatula,20
P01_109_793.jpg,P01_109,spatula,20,spatula,20
P01_109_794.jpg,P01_109,pan,5,pan,5
P01_109_795.jpg,P01_109,tap,0,tap,0
P01_109_796.jpg,P01_109,water,27,pan,5
P01_109_797.jpg,P01_109,pan,5,pan,5
P01_109_798.jpg,P01_109,water,27,pan,5
P01_109_799.jpg,P01_109,sponge,9,sponge,9
P01_109_800.jpg,P01_109,pan,5,pan,5
P01_109_801.jpg,P01_109,pan,5,pan,5
P01_109_802.jpg,P01_109,pan,5,pan,5
P01_109_803.jpg,P01_109,tap,0,tap,0
P01_109_804.jpg,P01_109,pan,5,pan,5
P01_109_805.jpg,P01_109,pan,5,pan,5
P01_109_806.jpg,P01_109,tap,0,tap,0
P01_109_810.jpg,P01_109,sponge,9,sponge,9
P01_109_813.jpg,P01_109,sponge,9,sponge,9
P01_109_814.jpg,P01_109,pan,5,pan,5
P01_109_818.jpg,P01_109,pan,5,pan,5
P01_109_819.jpg,P01_109,sponge,9,sponge,9
P01_109_820.jpg,P01_109,pan,5,pan,5
P01_109_821.jpg,P01_109,pan,5,pan,5
P01_109_822.jpg,P01_109,pan,5,pan,5
P01_109_823.jpg,P01_109,pan,5,pan,5
P01_109_824.jpg,P01_109,sponge,9,sponge,9
P01_109_825.jpg,P01_109,pan,5,pan,5
P01_109_826.jpg,P01_109,sponge,9,sponge,9
P01_109_827.jpg,P01_109,sponge,9,sponge,9
P01_109_828.jpg,P01_109,hand,11,hand,11
P01_109_829.jpg,P01_109,cloth,17,cloth,17
P01_109_830.jpg,P01_109,cloth,17,cloth,17
P01_109_831.jpg,P01_109,tap,0,tap,0
P01_109_833.jpg,P01_109,glass,10,glass,10
P01_109_835.jpg,P01_109,cloth,17,cloth,17
P01_109_857.jpg,P01_109,tap,0,tap,0
P01_109_858.jpg,P01_109,cloth,17,cloth,17
P01_109_859.jpg,P01_109,cloth,17,cloth,17
P01_109_861.jpg,P01_109,hand,11,hand,11
P01_109_862.jpg,P01_109,hand,11,hand,11
P01_109_863.jpg,P01_109,tap,0,tap,0
P01_109_864.jpg,P01_109,hand,11,hand,11
P01_109_865.jpg,P01_109,cloth,17,cloth,17
P01_109_866.jpg,P01_109,hand,11,hand,11
P01_109_867.jpg,P01_109,cloth,17,cloth,17
P01_109_868.jpg,P01_109,drawer,8,drawer,8
P01_109_876.jpg,P01_109,drawer,8,drawer,8
P01_109_877.jpg,P01_109,drawer,8,drawer,8
P01_109_878.jpg,P01_109,drawer,8,drawer,8
P01_109_879.jpg,P01_109,drawer,8,drawer,8
P01_109_88.jpg,P01_109,knife,4,knife,4
P01_109_880.jpg,P01_109,drawer,8,drawer,8
P01_109_883.jpg,P01_109,drawer,8,drawer,8
P01_109_884.jpg,P01_109,cupboard,3,cupboard,3
P01_109_885.jpg,P01_109,cupboard,3,cupboard,3
P01_109_887.jpg,P01_109,cupboard,3,cupboard,3
P01_109_888.jpg,P01_109,cupboard,3,cupboard,3
P01_109_889.jpg,P01_109,cupboard,3,cupboard,3
P01_109_890.jpg,P01_109,cupboard,3,cupboard,3
P01_109_895.jpg,P01_109,plate,2,plate,2
P01_109_896.jpg,P01_109,aluminium,123,plate,2
P01_109_897.jpg,P01_109,plate,2,plate,2
P01_109_90.jpg,P01_109,knife,4,knife,4
P01_109_901.jpg,P01_109,plate,2,plate,2
P01_109_902.jpg,P01_109,plate,2,plate,2
P01_109_903.jpg,P01_109,plate,2,plate,2
P01_109_905.jpg,P01_109,drawer,8,drawer,8
P01_109_906.jpg,P01_109,foil:aluminium,123,drawer,8
P01_109_907.jpg,P01_109,drawer,8,drawer,8
P01_109_909.jpg,P01_109,drawer,8,drawer,8
P01_109_916.jpg,P01_109,drawer,8,drawer,8
