narration_id,video_id,noun,noun_class,all_nouns,all_noun_classes
P01_01_195,P01_01,spatula,20,['spatula'],[20]
P01_01_196,P01_01,container:tofu,21,['container:tofu'],[21]
P01_01_197,P01_01,bin,36,['bin'],[36]
P01_01_198,P01_01,bin,36,['bin'],[36]
P01_01_199,P01_01,container:tupperware,23,"['container:tupperware', 'bin']","[23, 36]"
P01_01_2,P01_01,door,3,['door'],[3]
P01_01_20,P01_01,knife,4,['knife'],[4]
P01_01_200,P01_01,spatula,20,['spatula'],[20]
P01_01_201,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_202,P01_01,rice,55,['rice'],[55]
P01_01_203,P01_01,rice,55,"['rice', 'water']","[55, 27]"
P01_01_204,P01_01,rice,55,"['rice', 'water']","[55, 27]"
P01_01_205,P01_01,bag:rice,19,['bag:rice'],[19]
P01_01_206,P01_01,bag:rice,19,['bag:rice'],[19]
P01_01_207,P01_01,cupboard,3,['cupboard'],[3]
P01_01_208,P01_01,rice,55,"['rice', 'cupboard']","[55, 3]"
P01_01_209,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_21,P01_01,drawer,8,['drawer'],[8]
P01_01_210,P01_01,spatula,20,['spatula'],[20]
P01_01_211,P01_01,bottle,15,['bottle'],[15]
P01_01_212,P01_01,top,42,['top'],[42]
P01_01_213,P01_01,water,27,"['water', 'bottle']","[27, 15]"
P01_01_214,P01_01,top,42,['top'],[42]
P01_01_215,P01_01,bottle,15,"['bottle', 'table']","[15, 42]"
P01_01_216,P01_01,cutlery,58,['cutlery'],[58]
P01_01_217,P01_01,cupboard,3,['cupboard'],[3]
P01_01_218,P01_01,cutlery,58,"['cutlery', 'cupboard']","[58, 3]"
P01_01_219,P01_01,drawer,8,['drawer'],[8]
P01_01_22,P01_01,knife,4,['knife'],[4]
P01_01_220,P01_01,spatula,20,['spatula'],[20]
P01_01_221,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_222,P01_01,hob,24,['hob'],[24]
P01_01_223,P01_01,vegetable,94,['vegetable'],[94]
P01_01_224,P01_01,rice,55,['rice'],[55]
P01_01_225,P01_01,spatula,20,['spatula'],[20]
P01_01_226,P01_01,spoon,1,['spoon'],[1]
P01_01_227,P01_01,glass,10,['glass'],[10]
P01_01_228,P01_01,glass,10,['glass'],[10]
P01_01_229,P01_01,glass,10,['glass'],[10]
P01_01_23,P01_01,tap,0,['tap'],[0]
P01_01_230,P01_01,drawer,8,['drawer'],[8]
P01_01_231,P01_01,spatula,20,['spatula'],[20]
P01_01_232,P01_01,vegetable,94,"['vegetable', 'bowl']","[94, 7]"
P01_01_233,P01_01,spatula,20,['spatula'],[20]
P01_01_234,P01_01,container,21,['container'],[21]
P01_01_235,P01_01,container,21,['container'],[21]
P01_01_236,P01_01,container,21,"['container', 'container']","[21, 21]"
P01_01_237,P01_01,container,21,['container'],[21]
P01_01_238,P01_01,container,21,"['container', 'cupboard']","[21, 3]"
P01_01_239,P01_01,spatula,20,['spatula'],[20]
P01_01_24,P01_01,courgette,76,['courgette'],[76]
P01_01_240,P01_01,rice,55,['rice'],[55]
P01_01_241,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_242,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_243,P01_01,spatula,20,['spatula'],[20]
P01_01_244,P01_01,vegetable,94,['vegetable'],[94]
P01_01_245,P01_01,rice,55,['rice'],[55]
P01_01_246,P01_01,spatula,20,['spatula'],[20]
P01_01_247,P01_01,rice,55,['rice'],[55]
P01_01_248,P01_01,spatula,20,['spatula'],[20]
P01_01_249,P01_01,spatula,20,['spatula'],[20]
P01_01_25,P01_01,courgette,76,['courgette'],[76]
P01_01_250,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_251,P01_01,spoon,1,['spoon'],[1]
P01_01_252,P01_01,rice,55,['rice'],[55]
P01_01_253,P01_01,rice,55,['rice'],[55]
P01_01_254,P01_01,spoon,1,['spoon'],[1]
P01_01_255,P01_01,cupboard,3,['cupboard'],[3]
P01_01_256,P01_01,drainer,110,['drainer'],[110]
P01_01_257,P01_01,glass,10,"['glass', 'bottle']","[10, 15]"
P01_01_258,P01_01,water,27,"['water', 'glass']","[27, 10]"
P01_01_259,P01_01,water,27,['water'],[27]
P01_01_26,P01_01,carrot,41,['carrot'],[41]
P01_01_260,P01_01,bottle,15,['bottle'],[15]
P01_01_261,P01_01,glass,10,['glass'],[10]
P01_01_262,P01_01,spatula,20,['spatula'],[20]
P01_01_263,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_264,P01_01,vegetable,94,"['vegetable', 'tofu']","[94, 81]"
P01_01_265,P01_01,spatula,20,['spatula'],[20]
P01_01_266,P01_01,spatula,20,['spatula'],[20]
P01_01_267,P01_01,rice,55,['rice'],[55]
P01_01_268,P01_01,spatula,20,['spatula'],[20]
P01_01_269,P01_01,rice,55,['rice'],[55]
P01_01_27,P01_01,carrot,41,['carrot'],[41]
P01_01_270,P01_01,rice,55,['rice'],[55]
P01_01_271,P01_01,spoon,1,['spoon'],[1]
P01_01_272,P01_01,rice,55,['rice'],[55]
P01_01_273,P01_01,rice,55,['rice'],[55]
P01_01_274,P01_01,spoon,1,['spoon'],[1]
P01_01_275,P01_01,hob,24,['hob'],[24]
P01_01_276,P01_01,saucepan,5,['saucepan'],[5]
P01_01_277,P01_01,saucepan,5,['saucepan'],[5]
P01_01_278,P01_01,rice,55,['rice'],[55]
P01_01_279,P01_01,rice,55,"['rice', 'pan']","[55, 5]"
P01_01_28,P01_01,tap,0,['tap'],[0]
P01_01_280,P01_01,drainer,110,['drainer'],[110]
P01_01_281,P01_01,rice,55,['rice'],[55]
P01_01_282,P01_01,saucepan,5,['saucepan'],[5]
P01_01_283,P01_01,drainer,110,['drainer'],[110]
P01_01_284,P01_01,spatula,20,['spatula'],[20]
P01_01_285,P01_01,spatula,20,['spatula'],[20]
P01_01_286,P01_01,rice:vegetable,55,"['rice:vegetable', 'tofu']","[55, 81]"
P01_01_287,P01_01,spatula,20,['spatula'],[20]
P01_01_288,P01_01,powder:curry,138,['powder:curry'],[138]
P01_01_289,P01_01,powder:curry,138,['powder:curry'],[138]
P01_01_29,P01_01,vegetable,94,['vegetable'],[94]
P01_01_290,P01_01,powder:curry,138,['powder:curry'],[138]
P01_01_291,P01_01,powder:curry,138,['powder:curry'],[138]
P01_01_292,P01_01,spatula,20,['spatula'],[20]
P01_01_293,P01_01,rice,55,['rice'],[55]
P01_01_294,P01_01,rice,55,['rice'],[55]
P01_01_295,P01_01,rice,55,['rice'],[55]
P01_01_296,P01_01,rice,55,['rice'],[55]
P01_01_297,P01_01,hob,24,['hob'],[24]
P01_01_298,P01_01,rice,55,['rice'],[55]
P01_01_299,P01_01,rice,55,['rice'],[55]
P01_01_3,P01_01,fridge,12,['fridge'],[12]
P01_01_30,P01_01,cupboard,3,['cupboard'],[3]
P01_01_300,P01_01,rice,55,['rice'],[55]
P01_01_301,P01_01,spatula,20,['spatula'],[20]
P01_01_302,P01_01,powder:curry,138,['powder:curry'],[138]
P01_01_303,P01_01,powder:curry,138,['powder:curry'],[138]
P01_01_304,P01_01,container,21,['container'],[21]
P01_01_305,P01_01,spatula,20,['spatula'],[20]
P01_01_306,P01_01,rice,55,"['rice', 'container']","[55, 21]"
P01_01_307,P01_01,rice,55,"['rice', 'container']","[55, 21]"
P01_01_308,P01_01,rice,55,['rice'],[55]
P01_01_309,P01_01,rice,55,"['rice', 'container']","[55, 21]"
P01_01_31,P01_01,grater,96,['grater'],[96]
P01_01_310,P01_01,rice,55,['rice'],[55]
P01_01_311,P01_01,container,21,['container'],[21]
P01_01_312,P01_01,spatula,20,['spatula'],[20]
P01_01_313,P01_01,plate,2,['plate'],[2]
P01_01_314,P01_01,plate,2,['plate'],[2]
P01_01_315,P01_01,spatula,20,['spatula'],[20]
P01_01_316,P01_01,rice,55,"['rice', 'plate']","[55, 2]"
P01_01_317,P01_01,rice,55,['rice'],[55]
P01_01_318,P01_01,rice,55,['rice'],[55]
P01_01_319,P01_01,rice,55,"['rice', 'container']","[55, 21]"
P01_01_32,P01_01,pan,5,['pan'],[5]
P01_01_320,P01_01,rice,55,['rice'],[55]
P01_01_321,P01_01,spatula,20,['spatula'],[20]
P01_01_322,P01_01,pan,5,['pan'],[5]
P01_01_323,P01_01,tap,0,['tap'],[0]
P01_01_324,P01_01,pan,5,['pan'],[5]
P01_01_325,P01_01,saucepan,5,['saucepan'],[5]
P01_01_326,P01_01,drainer,110,['drainer'],[110]
P01_01_327,P01_01,tap,0,['tap'],[0]
P01_01_328,P01_01,plate,2,['plate'],[2]
P01_01_329,P01_01,plate,2,['plate'],[2]
P01_01_33,P01_01,pan,5,['pan'],[5]
P01_01_34,P01_01,cupboard,3,['cupboard'],[3]
P01_01_35,P01_01,cupboard,3,['cupboard'],[3]
P01_01_36,P01_01,courgette,76,['courgette'],[76]
P01_01_37,P01_01,courgette,76,['courgette'],[76]
P01_01_38,P01_01,hob,24,['hob'],[24]
P01_01_39,P01_01,courgette,76,['courgette'],[76]
P01_01_4,P01_01,celery,223,['celery'],[223]
P01_01_40,P01_01,courgette,76,['courgette'],[76]
P01_01_41,P01_01,courgette,76,['courgette'],[76]
P01_01_42,P01_01,courgette,76,['courgette'],[76]
P01_01_43,P01_01,courgette,76,['courgette'],[76]
P01_01_44,P01_01,courgette,76,['courgette'],[76]
P01_01_45,P01_01,courgette,76,"['courgette', 'pan']","[76, 5]"
P01_01_46,P01_01,courgette,76,"['courgette', 'bin:rubbish']","[76, 36]"
P01_01_47,P01_01,drawer,8,['drawer'],[8]
P01_01_48,P01_01,drawer,8,['drawer'],[8]
P01_01_49,P01_01,spatula,20,['spatula'],[20]
P01_01_5,P01_01,container,21,['container'],[21]
P01_01_50,P01_01,courgette,76,['courgette'],[76]
P01_01_51,P01_01,salt,38,['salt'],[38]
P01_01_52,P01_01,salt,38,['salt'],[38]
P01_01_53,P01_01,salt,38,"['salt', 'pan']","[38, 5]"
P01_01_54,P01_01,salt,38,['salt'],[38]
P01_01_55,P01_01,courgette,76,['courgette'],[76]
P01_01_56,P01_01,spatula,20,['spatula'],[20]
P01_01_57,P01_01,celery,223,['celery'],[223]
P01_01_58,P01_01,celery,223,['celery'],[223]
P01_01_59,P01_01,tap,0,['tap'],[0]
P01_01_6,P01_01,tofu,81,['tofu'],[81]
P01_01_60,P01_01,celery,223,['celery'],[223]
P01_01_61,P01_01,tap,0,['tap'],[0]
P01_01_62,P01_01,celery,223,['celery'],[223]
P01_01_63,P01_01,celery,223,['celery'],[223]
P01_01_64,P01_01,celery,223,['celery'],[223]
P01_01_65,P01_01,celery,223,"['celery', 'pan']","[223, 5]"
P01_01_66,P01_01,board:cutting,18,"['board:cutting', 'knife']","[18, 4]"
P01_01_67,P01_01,celery,223,['celery'],[223]
P01_01_68,P01_01,bin:garbage,36,['bin:garbage'],[36]
P01_01_69,P01_01,fridge,12,['fridge'],[12]
P01_01_7,P01_01,fridge,12,['fridge'],[12]
P01_01_70,P01_01,celery,223,"['celery', 'fridge']","[223, 12]"
P01_01_71,P01_01,fridge,12,['fridge'],[12]
P01_01_72,P01_01,spatula,20,['spatula'],[20]
P01_01_73,P01_01,spatula,20,['spatula'],[20]
P01_01_74,P01_01,spatula,20,['spatula'],[20]
P01_01_75,P01_01,container,21,['container'],[21]
P01_01_76,P01_01,onion,16,['onion'],[16]
P01_01_77,P01_01,onion,16,['onion'],[16]
P01_01_78,P01_01,onion,16,['onion'],[16]
P01_01_79,P01_01,container,21,['container'],[21]
P01_01_8,P01_01,fridge,12,['fridge'],[12]
P01_01_80,P01_01,spatula,20,['spatula'],[20]
P01_01_81,P01_01,knife,4,['knife'],[4]
P01_01_82,P01_01,onion,16,['onion'],[16]
P01_01_83,P01_01,onion,16,['onion'],[16]
P01_01_84,P01_01,onion,16,['onion'],[16]
P01_01_85,P01_01,knife,4,['knife'],[4]
P01_01_86,P01_01,kettle,44,['kettle'],[44]
P01_01_87,P01_01,tap,0,['tap'],[0]
P01_01_88,P01_01,water,27,"['water', 'kettle']","[27, 44]"
P01_01_89,P01_01,water,27,['water'],[27]
P01_01_9,P01_01,carrot,41,['carrot'],[41]
P01_01_90,P01_01,tap,0,['tap'],[0]
P01_01_91,P01_01,kettle,44,['kettle'],[44]
P01_01_92,P01_01,spatula,20,['spatula'],[20]
P01_01_93,P01_01,vegetable,94,['vegetable'],[94]
P01_01_94,P01_01,vegetable,94,['vegetable'],[94]
P01_01_95,P01_01,glass,10,['glass'],[10]
P01_01_96,P01_01,glass,10,['glass'],[10]
P01_01_97,P01_01,cupboard,3,['cupboard'],[3]
P01_01_98,P01_01,glass,10,"['glass', 'cupboard']","[10, 3]"
P01_01_99,P01_01,cupboard,3,['cupboard'],[3]
P01_02_0,P01_02,plate,2,['plate'],[2]
P01_02_1,P01_02,bin,36,['bin'],[36]
P01_02_10,P01_02,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]"
P01_02_100,P01_02,rag,17,['rag'],[17]
P01_02_101,P01_02,sponge,9,['sponge'],[9]
P01_02_102,P01_02,rag,17,['rag'],[17]
P01_02_103,P01_02,rag,17,['rag'],[17]
P01_02_104,P01_02,sink,63,['sink'],[63]
P01_02_105,P01_02,sink,63,['sink'],[63]
P01_02_106,P01_02,rag,17,['rag'],[17]
P01_02_107,P01_02,counter,42,['counter'],[42]
P01_02_108,P01_02,counter,42,['counter'],[42]
P01_02_109,P01_02,counter,42,['counter'],[42]
P01_02_11,P01_02,sponge,9,['sponge'],[9]
P01_02_110,P01_02,bin,36,['bin'],[36]
P01_02_111,P01_02,leftover,34,"['leftover', 'bin']","[34, 36]"
P01_02_112,P01_02,bin,36,['bin'],[36]
P01_02_113,P01_02,cooker,46,['cooker'],[46]
P01_02_114,P01_02,cooker,46,['cooker'],[46]
P01_02_115,P01_02,cooker,46,['cooker'],[46]
P01_02_116,P01_02,cooker,46,['cooker'],[46]
P01_02_117,P01_02,counter,42,['counter'],[42]
P01_02_118,P01_02,counter,42,['counter'],[42]
P01_02_119,P01_02,sink,63,['sink'],[63]
P01_02_12,P01_02,fork,14,['fork'],[14]
P01_02_120,P01_02,tap,0,['tap'],[0]
P01_02_121,P01_02,rag,17,['rag'],[17]
P01_02_122,P01_02,tap,0,['tap'],[0]
P01_02_123,P01_02,rag,17,['rag'],[17]
P01_02_124,P01_02,sink,63,['sink'],[63]
P01_02_125,P01_02,sink,63,['sink'],[63]
P01_02_126,P01_02,rag,17,['rag'],[17]
P01_02_127,P01_02,rag,17,['rag'],[17]
P01_02_128,P01_02,cloth,17,['cloth'],[17]
P01_02_129,P01_02,hand,11,['hand'],[11]
P01_02_13,P01_02,fork,14,['fork'],[14]
P01_02_130,P01_02,cloth,17,['cloth'],[17]
P01_02_131,P01_02,chair,182,['chair'],[182]
P01_02_132,P01_02,board:eating,84,['board:eating'],[84]
P01_02_133,P01_02,drawer,8,['drawer'],[8]
P01_02_134,P01_02,board:eating,84,['board:eating'],[84]
P01_02_135,P01_02,lid,6,['lid'],[6]
P01_02_136,P01_02,lid,6,['lid'],[6]
P01_02_137,P01_02,container,21,['container'],[21]
P01_02_138,P01_02,fridge,12,['fridge'],[12]
P01_02_139,P01_02,container,21,"['container', 'fridge']","[21, 12]"
P01_02_14,P01_02,knife,4,['knife'],[4]
P01_02_140,P01_02,fridge,12,['fridge'],[12]
P01_02_141,P01_02,bottle,15,['bottle'],[15]
P01_02_142,P01_02,water,27,"['water', 'glass']","[27, 10]"
P01_02_143,P01_02,bottle,15,['bottle'],[15]
P01_02_144,P01_02,water,27,['water'],[27]
P01_02_145,P01_02,bottle,15,['bottle'],[15]
P01_02_15,P01_02,knife,4,['knife'],[4]
P01_02_16,P01_02,knife,4,['knife'],[4]
P01_02_17,P01_02,plate,2,['plate'],[2]
P01_02_18,P01_02,plate,2,['plate'],[2]
P01_02_19,P01_02,plate,2,['plate'],[2]
P01_02_2,P01_02,leftover,34,"['leftover', 'bin']","[34, 36]"
P01_02_20,P01_02,plate,2,['plate'],[2]
P01_02_21,P01_02,spatula,20,['spatula'],[20]
P01_02_22,P01_02,tap,0,['tap'],[0]
P01_02_23,P01_02,spatula,20,['spatula'],[20]
P01_02_24,P01_02,spatula,20,['spatula'],[20]
P01_02_25,P01_02,spatula,20,['spatula'],[20]
P01_02_26,P01_02,spatula,20,['spatula'],[20]
P01_02_27,P01_02,colander,39,['colander'],[39]
P01_02_28,P01_02,colander,39,['colander'],[39]
P01_02_29,P01_02,colander,39,['colander'],[39]
P01_02_3,P01_02,bin,36,['bin'],[36]
P01_02_30,P01_02,saucepan,5,['saucepan'],[5]
P01_02_31,P01_02,saucepan,5,['saucepan'],[5]
P01_02_32,P01_02,saucepan,5,['saucepan'],[5]
P01_02_33,P01_02,saucepan,5,['saucepan'],[5]
P01_02_34,P01_02,colander,39,['colander'],[39]
P01_02_35,P01_02,saucepan,5,['saucepan'],[5]
P01_02_36,P01_02,colander,39,['colander'],[39]
P01_02_37,P01_02,pan,5,['pan'],[5]
P01_02_38,P01_02,pan,5,['pan'],[5]
P01_02_39,P01_02,pan,5,['pan'],[5]
P01_02_4,P01_02,plate,2,['plate'],[2]
P01_02_40,P01_02,pan,5,['pan'],[5]
P01_02_41,P01_02,pan,5,['pan'],[5]
P01_02_42,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_43,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_44,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_45,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_46,P01_02,grater,96,['grater'],[96]
P01_02_47,P01_02,grater,96,['grater'],[96]
P01_02_48,P01_02,grater,96,['grater'],[96]
P01_02_49,P01_02,sponge,9,['sponge'],[9]
P01_02_5,P01_02,sponge,9,['sponge'],[9]
P01_02_50,P01_02,grater,96,['grater'],[96]
P01_02_51,P01_02,spoon,1,['spoon'],[1]
P01_02_52,P01_02,sponge,9,['sponge'],[9]
P01_02_53,P01_02,spoon,1,['spoon'],[1]
P01_02_54,P01_02,sponge,9,['sponge'],[9]
P01_02_55,P01_02,tap,0,['tap'],[0]
P01_02_56,P01_02,hand,11,['hand'],[11]
P01_02_57,P01_02,spoon,1,['spoon'],[1]
P01_02_58,P01_02,grater,96,['grater'],[96]
P01_02_59,P01_02,grater,96,['grater'],[96]
P01_02_6,P01_02,sponge,9,['sponge'],[9]
P01_02_60,P01_02,grater,96,['grater'],[96]
P01_02_61,P01_02,colander,39,['colander'],[39]
P01_02_62,P01_02,colander,39,['colander'],[39]
P01_02_63,P01_02,colander,39,['colander'],[39]
P01_02_64,P01_02,colander,39,['colander'],[39]
P01_02_65,P01_02,spatula,20,['spatula'],[20]
P01_02_67,P01_02,spatula,20,['spatula'],[20]
P01_02_68,P01_02,saucepan,5,['saucepan'],[5]
P01_02_69,P01_02,saucepan,5,['saucepan'],[5]
P01_02_7,P01_02,tap,0,['tap'],[0]
P01_02_70,P01_02,saucepan,5,['saucepan'],[5]
P01_02_71,P01_02,saucepan,5,['saucepan'],[5]
P01_02_72,P01_02,pan,5,['pan'],[5]
P01_02_73,P01_02,pan,5,['pan'],[5]
P01_02_74,P01_02,pan,5,['pan'],[5]
P01_02_75,P01_02,pan,5,['pan'],[5]
P01_02_76,P01_02,top,42,['top'],[42]
P01_02_77,P01_02,pan,5,['pan'],[5]
P01_02_78,P01_02,pan,5,['pan'],[5]
P01_02_79,P01_02,pan,5,['pan'],[5]
P01_02_8,P01_02,sponge,9,['sponge'],[9]
P01_02_80,P01_02,pan,5,['pan'],[5]
P01_02_81,P01_02,pan,5,['pan'],[5]
P01_02_82,P01_02,pan,5,['pan'],[5]
P01_02_83,P01_02,knife,4,['knife'],[4]
P01_02_84,P01_02,knife,4,['knife'],[4]
P01_02_85,P01_02,fork,14,['fork'],[14]
P01_02_86,P01_02,knife,4,['knife'],[4]
P01_02_87,P01_02,fork,14,['fork'],[14]
P01_02_88,P01_02,fork,14,['fork'],[14]
P01_02_89,P01_02,plate,2,['plate'],[2]
P01_02_9,P01_02,liquid:washing:up,22,['liquid:washing:up'],[22]
P01_02_90,P01_02,plate,2,['plate'],[2]
P01_02_91,P01_02,plate,2,['plate'],[2]
P01_02_92,P01_02,plate,2,['plate'],[2]
P01_02_93,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_94,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_95,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_96,P01_02,board:cutting,18,['board:cutting'],[18]
P01_02_97,P01_02,sponge,9,['sponge'],[9]
P01_02_98,P01_02,sponge,9,['sponge'],[9]
P01_02_99,P01_02,sponge,9,['sponge'],[9]
P01_03_0,P01_03,door,3,['door'],[3]
P01_03_1,P01_03,door,3,['door'],[3]
P01_03_10,P01_03,container,21,['container'],[21]
P01_03_11,P01_03,milk:soy,64,['milk:soy'],[64]
P01_03_12,P01_03,cloth:table,17,['cloth:table'],[17]
P01_03_13,P01_03,bottle,15,['bottle'],[15]
P01_03_14,P01_03,glass,10,['glass'],[10]
P01_03_15,P01_03,tablecloth,17,['tablecloth'],[17]
P01_03_16,P01_03,tablecloth,17,['tablecloth'],[17]
P01_03_17,P01_03,cupboard,3,['cupboard'],[3]
P01_03_18,P01_03,cup,13,['cup'],[13]
P01_03_19,P01_03,cup,13,['cup'],[13]
P01_03_2,P01_03,light,114,['light'],[114]
